uid,anime_uid,Mean_score
87441,11757,10
87443,11933,9
87447,8074,10
87449,10793,8
87451,1195,7
87453,384,6
87455,15613,5
87463,1557,10
87467,9919,7
87471,853,10
87475,820,10
87489,5114,10
87491,1735,10
87497,3342,6
87499,13601,10
87501,57,10
87503,33,10
87507,12471,7
87509,6045,10
87511,14967,10
87517,1222,10
87521,1943,9
87525,3087,9
87527,13283,7
87529,4224,8
87531,9756,10
87537,20,6
87547,3230,8
87553,6747,4
87557,11757,4
87559,147,10
87563,395,6
87565,262,3
87569,4551,10
87573,6746,9
87577,11111,8
87587,14827,3
87589,9135,6
87595,20,10
87597,1575,7
87603,936,5
87605,3594,6
87607,2472,6
87611,9253,10
87615,1575,10
87617,2817,8
87619,2904,7
87623,1371,9
87631,3588,10
87635,933,6
87639,5114,9
87643,2167,7
87647,1210,9
87653,205,9
87655,13601,10
87661,368,6
87663,11933,6
87667,12049,6
87669,10490,3
87671,2476,7
87673,122,9
87675,120,10
87679,2476,4
87695,4021,7
87697,14827,8
87699,12049,10
87705,13427,4
87709,8728,7
87711,813,10
87713,1691,8
87715,1953,7
87717,9008,10
87721,1222,10
87723,9989,10
87727,11757,3
87729,14283,6
87733,1626,2
87737,413,2
87739,13759,9
87743,11757,10
87745,10087,10
87747,14283,10
87755,14075,3
87761,15085,8
87763,15061,9
87767,121,10
87775,1,10
87779,200,8
87783,16916,8
87785,9379,7
87789,15085,7
87791,10495,8
87797,15085,8
87801,8841,7
87805,9790,10
87809,10397,9
87811,2356,5
87813,12113,3
87815,14741,4
87817,4181,9
87819,13807,8
87821,11111,8
87823,1626,10
87825,4181,10
87835,1887,7
87839,7724,10
87841,11255,9
87843,1079,9
87845,5,9
87849,4181,9
87853,12031,9
87855,205,9
87859,32,10
87861,2167,10
87863,861,9
87865,11111,10
87867,3731,9
87869,1021,7
87871,13759,9
87875,1562,10
87877,4934,4
87883,2476,7
87887,30,8
87889,31,4
87895,13585,9
87897,30,8
87899,32,9
87901,5060,7
87903,5341,8
87905,2966,7
87909,7674,7
87911,9253,7
87913,2756,10
87917,12031,9
87919,15315,8
87923,8624,10
87927,721,10
87929,5114,9
87931,853,9
87933,9041,8
87935,9253,10
87937,15085,4
87941,13599,9
87943,5114,10
87945,356,10
87949,2476,3
87959,5114,9
87961,1859,8
87965,11757,7
87979,2476,10
87989,10620,10
87991,7337,7
87993,11771,8
87995,5114,9
87997,11757,7
88007,2251,9
88015,3701,8
88017,486,8
88023,8074,7
88033,14479,3
88041,9989,6
88043,618,7
88045,11843,6
88055,384,10
88059,11757,7
88061,16005,9
88063,14467,10
88069,13357,9
88085,14145,6
88087,11933,8
88095,14045,7
88099,12967,3
88101,2167,9
88103,73,8
88105,59,10
88109,1102,5
88111,777,10
88113,14741,10
88123,1887,9
88129,12729,9
88131,10445,10
88139,5909,10
88151,11757,8
88153,11111,9
88156,11757,7
88158,14629,9
88162,239,10
88164,2341,9
88167,1033,9
88173,2025,10
88177,5658,7
88179,4015,6
88181,2924,9
88183,11757,8
88189,10620,6
88191,16476,7
88195,4181,10
88197,6702,6
88199,8861,9
88201,486,8
88203,530,8
88205,4181,9
88209,12445,9
88213,10162,9
88227,12549,8
88243,10793,8
88245,16916,8
88247,1205,10
88257,11757,9
88291,12149,8
88303,356,6
88305,3086,7
88311,2476,8
88321,15,2
88323,208,9
88325,20,8
88331,1324,2
88333,477,8
88335,2500,8
88347,14833,9
88351,456,10
88355,8888,3
88395,6746,7
88397,10721,7
88399,323,9
88401,120,5
88407,440,8
88413,1519,3
88415,10681,7
88417,249,9
88425,10620,9
88437,9989,9
88439,2034,9
88441,777,9
88443,2476,2
88445,15315,10
88447,9756,10
88449,12057,10
88451,777,9
88453,11757,10
88455,14991,10
88459,1535,9
88461,6862,7
88463,1723,2
88471,14283,3
88473,122,9
88475,15109,9
88479,10119,6
88491,12355,10
88493,9756,9
88499,239,10
88503,15535,5
88509,7088,8
88513,10408,9
88515,15315,10
88525,167,9
88535,4896,10
88537,73,9
88541,2841,5
88543,4087,8
88545,11757,1
88549,68,9
88551,11111,9
88563,9919,9
88567,6178,6
88573,974,9
88575,9919,10
88577,11757,10
88579,12355,8
88583,10546,1
88587,3342,4
88595,13333,7
88597,15391,7
88599,12445,8
88601,12355,10
88603,11111,9
88605,10681,9
88607,146,7
88609,7627,8
88611,12355,10
88617,1535,10
88627,4282,10
88639,7592,7
88643,1140,5
88651,15051,9
88655,14511,10
88657,97,6
88659,2890,7
88661,10490,7
88673,1484,8
88675,2476,3
88679,4119,8
88689,6774,8
88691,1912,4
88693,10165,7
88695,8841,8
88697,10165,9
88699,1887,10
88701,11757,6
88703,10681,8
88705,4181,5
88709,413,10
88721,5112,3
88723,2476,5
88731,8918,4
88733,9253,10
88737,1428,6
88739,5449,3
88741,11771,7
88743,5290,8
88745,5680,9
88749,1887,8
88751,15085,9
88753,13759,9
88755,12189,7
88759,10347,5
88767,16005,9
88769,1761,7
88771,1454,7
88775,199,10
88777,890,8
88781,1575,10
88783,226,5
88791,14741,10
88797,11757,7
88803,14967,9
88811,8074,6
88815,2476,8
88817,153,7
88821,226,10
88823,8769,7
88825,8841,6
88827,15195,10
88829,139,10
88833,53,10
88835,191,8
88841,10681,3
88845,9989,9
88847,8516,7
88849,11111,7
88859,3456,6
88861,1292,5
88873,9834,9
88875,8074,2
88883,5681,10
88887,14345,8
88889,6746,7
88891,66,7
88893,5941,9
88897,11703,8
88903,12355,10
88907,2251,10
88909,2964,6
88911,7809,6
88913,12365,9
88915,10490,6
88923,2001,7
88927,322,8
88929,61,2
88933,392,10
88937,13283,7
88939,413,1
88951,6880,10
88953,10067,8
88955,6114,10
88965,11761,6
88967,11703,7
88969,11757,9
88979,11757,6
88983,4181,8
88985,6893,10
88989,2795,4
88993,166,9
88995,10396,10
88997,11757,9
89001,13115,8
89003,1,10
89005,2034,8
89007,17717,8
89011,5114,10
89015,5682,6
89017,788,1
89019,15315,10
89023,8129,7
89027,4224,10
89029,14467,10
89035,9756,10
89041,3503,6
89043,6205,10
89045,7593,10
89053,2371,6
89057,790,9
89061,15085,8
89063,11887,10
89069,14467,8
89071,11111,8
89073,182,10
89079,11757,9
89091,11487,8
89099,15315,10
89101,15085,3
89103,8861,9
89105,6675,8
89107,12355,9
89109,11319,7
89111,5835,6
89113,10721,7
89117,8456,6
89121,3667,3
89123,9760,10
89125,440,8
89127,30,3
89131,14515,7
89133,12175,9
89135,15379,10
89139,861,10
89145,9756,10
89149,6862,8
89153,169,4
89159,1530,10
89163,1210,6
89167,12189,7
89169,4181,10
89171,587,8
89173,477,10
89175,1374,9
89177,57,8
89179,226,7
89181,6586,8
89183,885,8
89187,226,10
89193,1587,5
89195,6746,9
89197,120,6
89201,4719,8
89203,7705,3
89205,11757,9
89207,2153,10
89209,14345,8
89213,12355,7
89215,15109,9
89225,66,8
89227,934,8
89231,1530,8
89233,6707,6
89235,1889,10
89237,1818,9
89241,9756,10
89243,1735,10
89245,1604,9
89247,1887,9
89249,11111,8
89251,1140,6
89253,12191,9
89263,13331,9
89273,6987,5
89281,13601,9
89287,7193,9
89289,4224,8
89295,3299,8
89303,12355,9
89307,227,10
89315,1690,6
89317,564,8
89339,13601,9
89341,2476,9
89347,12355,10
89349,11235,10
89355,8074,9
89363,14075,4
89373,4181,10
89377,12413,9
89381,14131,9
89383,10080,9
89385,10087,4
89387,63,9
89389,12049,8
89397,100,3
89399,14765,4
89405,226,9
89407,10213,8
89409,1530,10
89411,14741,7
89415,12015,8
89417,11757,5
89419,14283,4
89427,1699,10
89429,3522,8
89433,9163,6
89435,12355,10
89437,90,6
89451,17157,3
89455,7724,10
89457,239,6
89459,61,7
89461,15315,9
89463,17157,4
89467,14075,8
89469,14467,7
89471,109,8
89473,3731,7
89477,5525,4
89485,10620,3
89487,2904,10
89493,8769,7
89499,11759,8
89505,1887,8
89507,11887,10
89509,5630,7
89515,4224,7
89523,11757,3
89527,8187,10
89547,2904,10
89549,10620,8
89555,934,9
89557,4898,4
89559,15379,5
89561,12355,9
89563,3358,9
89567,9332,8
89583,164,10
89591,10110,8
89593,195,5
89595,4039,10
89599,7311,10
89601,10087,10
89603,10087,8
89613,13333,9
89617,12979,8
89621,325,4
89635,12967,6
89643,4936,10
89647,13655,9
89649,4654,7
89653,13215,7
89655,13655,3
89657,14741,8
89659,325,9
89663,158,8
89665,66,9
89669,6535,8
89675,10280,9
89679,6682,1
89689,10163,7
89691,9253,6
89693,20,9
89697,21,8
89701,433,9
89703,3572,9
89717,1569,9
89725,30,2
89735,813,10
89737,10447,9
89741,28,8
89755,469,10
89757,3588,9
89761,348,9
89767,7054,2
89769,32,9
89773,9491,3
89777,3784,9
89779,100,8
89781,10110,7
89785,10336,3
89789,3667,1
89795,2759,10
89797,10928,7
89799,2476,10
89801,10500,7
89803,13599,10
89805,17409,4
89807,10294,7
89809,10713,7
89811,10714,7
89813,10715,7
89815,10716,7
89817,10717,7
89819,165,9
89821,758,8
89825,15315,9
89829,2966,7
89831,15315,8
89839,15315,10
89843,13759,9
89847,10620,10
89849,4224,6
89851,15085,6
89853,11285,10
89855,416,10
89857,15315,8
89861,10721,10
89863,11785,8
89865,10721,9
89871,10681,3
89875,11757,6
89877,11255,6
89881,10681,10
89887,12355,10
89897,1292,9
89901,1174,3
89905,14515,8
89909,5784,7
89911,4224,7
89913,953,5
89915,8425,9
89917,15109,10
89919,12355,10
89921,14227,6
89923,7058,6
89929,174,7
89931,15315,9
89933,32,9
89935,1454,7
89937,849,8
89939,8795,8
89945,790,10
89947,12355,9
89949,14749,7
89955,12445,9
89961,16405,6
89969,9989,8
89971,133,2
89973,1604,9
89979,290,8
89981,14131,8
89989,1535,7
89991,5680,5
89993,1536,8
89997,15315,4
89999,11759,9
90003,21,9
90005,9919,8
90007,15315,9
90011,12049,3
90013,5940,7
90015,6773,8
90021,15315,7
90027,245,10
90029,9253,10
90031,9253,8
90033,2476,8
90039,11241,6
90047,1223,7
90051,45,9
90053,413,10
90055,15315,6
90057,2152,10
90059,10793,9
90061,12365,6
90065,11887,10
90067,10721,8
90071,10572,10
90073,10578,6
90075,10495,10
90077,10016,7
90083,13655,7
90085,907,6
90095,15315,5
90099,2403,8
90103,863,8
90105,788,2
90107,19,9
90109,9756,9
90113,2251,9
90115,1023,8
90117,14833,7
90119,4181,10
90123,5040,10
90129,15417,10
90131,916,9
90133,8655,3
90143,16774,9
90147,13215,6
90151,2966,9
90165,387,10
90167,6747,5
90169,2236,4
90175,9513,8
90177,2993,7
90179,14467,4
90181,10087,10
90185,9322,8
90189,268,8
90191,10502,4
90193,9367,9
90197,9322,7
90199,5081,10
90201,16774,6
90203,5114,10
90211,5114,7
90217,1045,4
90219,2798,10
90225,13759,9
90227,12503,6
90231,1735,10
90233,10620,7
90235,226,10
90237,11757,6
90239,1595,6
90241,2593,2
90243,15085,10
90245,15649,8
90247,2167,9
90251,133,8
90253,12049,10
90255,14467,6
90257,14467,9
90269,11757,7
90279,10572,6
90281,267,8
90283,14355,9
90287,79,10
90289,6746,10
90291,5150,7
90293,74,6
90295,14811,9
90297,14355,7
90299,6112,5
90303,2411,4
90309,7768,7
90323,1535,9
90329,74,8
90331,5332,6
90333,2214,9
90335,3968,7
90337,11111,9
90339,15085,9
90341,12531,10
90343,206,7
90345,15315,10
90347,8917,9
90349,13601,8
90351,2246,9
90355,14713,9
90365,11757,8
90367,13601,10
90369,16005,9
90371,14045,6
90373,5114,10
90375,9587,3
90379,13601,10
90383,13599,7
90385,13601,10
90389,226,9
90391,15379,9
90393,7472,5
90397,11705,6
90401,73,9
90403,13599,6
90405,196,3
90413,12531,10
90415,12355,10
90419,587,10
90421,13599,6
90427,9756,10
90433,13601,9
90441,13601,9
90445,13601,9
90447,13759,9
90449,13601,9
90453,13601,9
90457,2476,8
90465,1723,4
90467,14967,10
90469,3166,5
90473,3398,6
90477,5630,7
90481,2251,9
90483,387,10
90485,13599,8
90487,339,9
90489,13599,8
90491,30,10
90493,227,9
90495,14967,10
90499,13599,5
90503,13599,4
90505,13601,10
90507,14749,9
90509,9863,9
90511,1222,10
90513,226,10
90517,10501,6
90523,13601,5
90525,15315,5
90531,17157,7
90533,1533,10
90537,3731,2
90543,15315,8
90547,5118,9
90549,12549,8
90553,8171,8
90559,102,9
90561,6973,8
90563,13601,9
90565,11759,5
90567,15751,10
90575,407,5
90577,9756,10
90579,13169,5
90583,11887,10
90585,468,8
90597,10588,10
90601,13601,10
90603,13601,7
90611,11757,6
90613,9756,9
90617,14511,6
90619,14345,8
90621,2904,6
90623,232,10
90625,12445,10
90627,9253,10
90629,12487,9
90631,7817,10
90633,13125,10
90641,11441,4
90647,7674,9
90649,9756,10
90651,15109,9
90657,13125,10
90665,5958,10
90673,13239,9
90677,14467,6
90679,1406,7
90683,33,8
90691,44,10
90695,12531,8
90701,13599,5
90705,12467,9
90707,5530,10
90711,11757,7
90713,12365,9
90717,8841,7
90719,823,9
90721,6746,9
90729,7661,10
90731,13601,10
90739,227,3
90743,16317,7
90745,5530,8
90749,1943,5
90751,9919,8
90753,13759,7
90755,9989,9
90759,13171,7
90761,21,10
90773,10620,4
90775,286,8
90777,5680,9
90779,15315,10
90781,5030,6
90789,11771,10
90791,13115,10
90793,9941,8
90795,813,9
90797,5081,8
90803,13601,10
90805,5671,8
90807,15315,9
90811,6956,8
90813,4719,1
90815,11757,10
90817,9656,9
90819,1642,9
90827,13601,5
90829,13599,6
90831,15315,6
90845,13601,3
90851,13601,8
90853,16005,8
90855,4181,10
90863,9919,6
90865,15085,7
90867,8475,10
90869,12355,10
90871,15119,7
90875,13601,10
90877,13601,10
90879,10721,6
90881,9925,7
90885,13601,8
90889,2927,8
90895,79,9
90899,101,9
90901,13759,9
90903,16211,7
90905,13759,10
90919,15119,3
90921,16005,10
90925,15119,7
90927,15109,6
90929,14131,8
90931,11785,6
90933,9379,7
90937,13759,10
90943,13173,7
90945,16417,7
90947,11785,5
90951,13125,8
90953,14131,9
90957,18,9
90959,13759,9
90967,2993,10
90971,15085,7
90973,1535,8
90979,13759,9
90985,14131,8
90987,14131,7
90989,15085,3
90991,15085,10
90993,13601,8
90997,2985,6
91003,15085,6
91005,13759,9
91009,12355,10
91019,213,7
91031,14741,7
91037,15085,7
91043,1210,9
91045,15085,4
91051,2476,9
91053,16005,7
91055,7054,10
91059,15085,4
91061,16005,7
91063,7768,6
91065,12355,7
91067,15085,4
91071,15085,4
91073,13759,9
91075,13759,6
91077,15085,9
91079,13759,9
91083,3038,10
91085,12979,9
91087,15085,5
91091,13759,8
91093,12531,10
91095,14131,8
91103,30,4
91105,11757,7
91107,15085,8
91109,940,3
91111,14467,8
91115,7817,9
91117,14131,9
91119,15085,9
91121,13601,9
91123,49,1
91131,15085,8
91135,14345,7
91139,12355,9
91141,13759,7
91153,873,7
91155,10153,8
91163,13759,9
91173,7593,6
91177,16417,6
91183,13601,10
91185,6979,6
91187,11783,4
91189,10153,10
91191,14811,8
91195,15085,6
91197,16417,7
91201,14373,9
91209,9712,6
91217,20,9
91219,15097,7
91221,1735,9
91225,763,7
91231,129,8
91233,15109,7
91243,10681,6
91247,1852,3
91249,551,10
91251,6746,9
91257,11809,7
91259,1690,6
91261,14811,9
91263,16417,7
91265,101,7
91273,7724,9
91275,13759,9
91293,269,9
91297,584,6
91303,9253,10
91307,4186,8
91309,1533,4
91315,14967,8
91317,15379,10
91321,15085,8
91329,21,10
91337,14515,6
91341,14811,8
91343,13759,4
91345,14811,9
91347,14075,10
91351,16417,6
91353,14075,9
91355,9756,10
91357,5678,7
91361,15379,2
91363,14075,9
91367,14283,6
91369,15379,7
91375,3707,3
91379,1133,4
91381,14075,1
91383,15109,8
91385,1726,6
91389,16005,10
91391,14967,8
91393,15085,6
91397,122,5
91401,14811,9
91403,16417,8
91417,1412,9
91421,14283,8
91427,223,9
91437,12049,5
91439,813,9
91445,15379,4
91453,1140,7
91461,14967,8
91463,14811,8
91465,9624,8
91479,14833,6
91485,13601,9
91487,334,7
91489,13759,8
91491,1206,8
91493,5365,10
91497,14833,7
91499,20,3
91501,14075,8
91503,13759,9
91505,13175,4
91507,15379,6
91509,14741,9
91511,14283,2
91515,1065,10
91517,202,10
91521,16,10
91523,11757,9
91525,12015,7
91527,329,4
91529,15313,3
91541,9926,10
91549,2236,10
91551,10110,9
91553,14075,10
91559,11319,7
91561,10711,5
91569,14833,8
91573,6610,3
91577,14833,9
91581,10521,8
91583,14075,8
91585,13759,9
91591,356,7
91601,10447,8
91603,13759,9
91605,1575,10
91609,230,7
91621,14749,6
91623,8074,10
91627,4533,8
91629,14749,8
91631,9074,7
91633,143,3
91635,4744,6
91637,16417,9
91639,11757,7
91641,13535,10
91645,15379,7
91647,226,9
91649,20,7
91657,9041,8
91659,5365,10
91661,11739,8
91663,8861,6
91671,10793,5
91673,13599,7
91681,14349,10
91683,14075,10
91685,16417,9
91687,14833,8
91689,14513,10
91691,14283,7
91693,15119,5
91695,9941,9
91697,12015,7
91699,9919,9
91715,6586,9
91717,12355,10
91723,14515,6
91727,14765,9
91729,14749,10
91731,1238,10
91735,14515,9
91737,10162,9
91739,14941,8
91741,732,5
91743,13759,10
91751,12471,5
91755,14075,6
91761,8074,10
91765,11111,7
91769,14941,8
91773,14283,5
91775,14283,7
91777,9989,10
91779,777,10
91781,9756,10
91789,13655,7
91793,14833,10
91797,3001,8
91799,12549,10
91805,196,4
91807,16417,6
91811,13759,7
91813,15051,9
91821,14283,8
91823,1575,10
91825,13601,9
91829,15379,6
91833,15051,8
91835,1530,9
91841,15051,7
91847,14749,7
91849,3906,7
91855,12149,10
91857,8475,6
91859,14349,8
91861,9756,8
91865,1535,8
91867,64,9
91877,4224,9
91879,14833,7
91881,14765,8
91883,14075,9
91885,210,6
91889,14837,7
91913,13863,4
91919,2924,10
91925,2840,8
91929,15379,5
91931,6347,9
91935,14765,3
91937,7724,6
91939,15613,6
91943,11375,6
91947,13675,3
91949,2953,6
91951,1004,5
91953,14941,9
91955,2210,3
91957,256,6
91959,433,8
91963,9760,2
91967,1256,8
91969,14967,6
91975,14827,5
91977,2251,9
91979,486,9
91995,14349,9
91997,15613,9
92001,15379,6
92003,10460,8
92005,14467,8
92009,12995,6
92013,14349,7
92015,5356,10
92017,14833,7
92029,13601,7
92031,193,3
92033,14941,10
92039,10793,5
92041,15843,8
92045,8516,7
92047,9471,8
92053,8769,8
92057,478,9
92059,16211,1
92061,14967,7
92067,2759,9
92069,14749,6
92071,13357,8
92073,12365,10
92075,11617,10
92079,4181,10
92081,6633,8
92083,14513,7
92085,205,7
92087,427,10
92089,14749,2
92093,2292,7
92095,10153,10
92107,7695,4
92117,14893,8
92121,4134,6
92123,14283,5
92125,12365,8
92127,2248,6
92131,15649,8
92133,761,2
92135,14513,9
92137,15119,5
92139,14833,7
92143,237,9
92145,10456,8
92149,10721,8
92151,226,10
92153,15845,3
92155,14515,10
92157,8074,10
92163,13667,8
92167,12015,8
92169,13161,3
92173,11837,8
92183,15751,6
92185,14349,7
92189,330,9
92191,8675,10
92193,12365,10
92195,11757,6
92197,9941,10
92199,1726,7
92209,692,7
92213,15379,7
92215,14833,8
92219,15751,7
92229,14345,6
92239,459,10
92241,8769,8
92245,14833,6
92251,14827,3
92265,11757,8
92267,2476,9
92273,11757,8
92275,1735,5
92281,6594,9
92283,205,9
92291,165,9
92305,14345,8
92307,10620,10
92309,2952,8
92315,578,8
92317,8630,5
92327,9941,10
92335,1263,7
92339,3572,7
92341,853,9
92345,469,9
92347,15119,6
92349,120,8
92351,13599,5
92353,16417,10
92355,973,6
92357,9379,9
92359,14513,7
92365,14075,9
92367,14355,4
92371,1044,8
92377,15315,9
92381,3034,7
92385,3531,3
92387,1735,10
92391,2291,8
92393,63,8
92397,14765,6
92399,13215,7
92401,6512,8
92403,14349,8
92413,1113,8
92427,5114,10
92431,10165,9
92433,12753,8
92437,1530,8
92441,2945,5
92443,6773,9
92453,226,8
92455,5321,8
92457,14075,8
92459,5522,5
92463,3970,8
92473,10101,5
92477,14967,7
92481,6,9
92483,13759,6
92485,1696,8
92487,10495,5
92489,15417,10
92491,9041,6
92497,14349,10
92501,13599,6
92507,13759,8
92511,1604,9
92517,753,7
92523,21,10
92527,15085,7
92529,1818,8
92531,33,10
92537,14075,5
92555,11757,8
92557,2034,9
92561,14513,7
92571,14833,3
92579,10257,10
92581,207,8
92585,8475,10
92589,10611,6
92599,2476,8
92603,14075,6
92609,9790,9
92613,5081,10
92615,14995,7
92623,8676,9
92627,4999,7
92629,14833,8
92637,9989,8
92643,10620,10
92649,14175,9
92651,15085,10
92659,16417,6
92671,1430,10
92675,9544,8
92681,14719,9
92685,8074,7
92689,8074,9
92695,12237,7
92699,8861,8
92703,10321,9
92709,6594,8
92713,205,9
92719,14199,10
92725,12883,10
92733,14045,7
92735,16417,6
92743,6689,5
92745,205,10
92757,10721,10
92763,14513,8
92765,2025,9
92769,13655,7
92771,813,10
92773,14289,6
92775,7785,10
92777,8277,3
92779,10030,10
92781,4744,8
92785,14967,10
92787,13655,7
92791,13599,8
92793,4224,10
92795,9989,10
92803,8425,8
92811,227,9
92823,1744,10
92825,3782,7
92827,1887,7
92837,5114,10
92839,11843,9
92845,7720,8
92851,15933,8
92853,14075,7
92855,11757,8
92857,14353,9
92859,9922,9
92861,10711,10
92869,14719,9
92875,13655,9
92879,13655,3
92889,2025,9
92933,13655,7
92935,14833,4
92945,9941,8
92951,9756,6
92975,14345,7
92979,11703,6
92987,8841,6
92995,15085,8
93001,15085,3
93003,2034,9
93005,2167,10
93013,43,9
93015,9919,10
93017,400,8
93019,9513,8
93023,14749,8
93029,13601,9
93035,658,10
93039,4181,10
93041,14075,7
93043,9314,3
93045,6922,7
93047,210,8
93051,1696,8
93053,16005,9
93057,15109,8
93061,14749,8
93063,7148,9
93067,6,9
93073,1499,4
93077,11111,10
93081,10106,8
93083,14353,9
93087,9750,4
93091,1293,8
93095,16169,7
93133,11757,8
93135,9989,9
93151,14353,8
93165,443,9
93169,14713,10
93173,578,10
93177,4981,9
93183,5734,4
93185,11111,10
93187,5342,9
93191,10620,9
93193,1866,5
93197,2476,3
93199,4186,6
93209,12175,10
93211,8861,7
93213,32,1
93217,667,4
93219,1654,1
93225,4898,10
93231,3793,2
93233,2476,10
93237,226,10
93245,227,10
93251,1004,7
93257,7724,7
93271,405,4
93275,14811,10
93281,17251,8
93289,357,7
93295,8293,7
93299,14645,9
93303,185,8
93305,14811,6
93307,13759,9
93309,5682,9
93311,339,10
93315,11759,5
93327,8769,7
93331,9314,8
93335,13367,8
93339,1210,9
93345,4181,10
93349,249,10
93351,120,10
93355,3085,5
93365,10033,8
93367,2950,7
93385,357,10
93387,4181,10
93391,9253,10
93393,13655,7
93401,21,10
93405,10793,1
93423,6811,9
93429,9941,10
93431,570,10
93433,1069,7
93443,5681,9
93445,13599,5
93447,15611,7
93451,4898,9
93453,4224,10
93459,14467,8
93461,13601,8
93463,14353,7
93473,15391,9
93479,488,9
93481,8888,8
93483,1441,7
93485,8654,3
93495,11111,9
93497,11741,10
93501,9253,10
93509,10620,9
93511,7054,9
93513,14075,10
93519,1941,8
93529,22,8
93535,2167,10
93539,14283,7
93541,13759,9
93559,10379,7
93595,12413,8
93601,3783,6
93619,16005,10
93621,9253,9
93623,11757,8
93627,14075,9
93633,8557,9
93643,14811,7
93645,15379,6
93649,133,9
93663,1965,9
93667,1827,8
93675,6594,10
93683,10030,7
93687,61,6
93695,7724,10
93697,61,9
93701,1936,9
93703,9756,9
93705,670,8
93707,4181,9
93709,1292,9
93713,8675,7
93723,7724,10
93725,13601,8
93731,30,9
93735,634,9
93737,9253,9
93739,14355,7
93743,721,8
93745,721,10
93749,3507,7
93751,10258,10
93753,6,9
93755,16395,7
93759,8475,10
93763,10321,9
93773,11757,10
93775,15379,9
93777,15379,8
93779,229,7
93783,11757,5
93785,5630,10
93787,1195,8
93793,3382,6
93803,6213,9
93805,9201,9
93811,13601,9
93813,12413,7
93815,13331,7
93817,11759,7
93819,5112,6
93823,4898,9
93825,14353,8
93829,10161,7
93831,3976,5
93835,5041,10
93837,4310,1
93843,5081,8
93851,4224,8
93855,13667,10
93859,14713,10
93863,1079,7
93865,514,5
93869,11757,6
93871,11759,8
93873,14833,7
93877,11759,9
93881,59,10
93887,225,9
93891,11757,7
93893,14467,8
93899,226,8
93907,15133,3
93909,842,8
93925,13667,9
93933,1212,8
93941,3464,3
93945,8915,6
93949,11745,6
93955,16405,9
93957,32,10
93965,11757,1
93967,16169,3
93985,6746,5
93987,11757,6
93991,777,9
93993,8861,1
93995,8247,7
93997,9996,9
94013,1952,5
94017,6045,9
94021,6213,9
94023,6895,8
94029,893,10
94035,7724,9
94037,5681,10
94055,13759,8
94067,8129,6
94071,7156,4
94077,8247,8
94079,6045,7
94099,1889,10
94103,1736,8
94107,2249,7
94109,8074,8
94119,3588,7
94127,730,3
94133,2872,6
94137,9167,7
94143,2167,8
94145,28,8
94147,585,8
94151,97,10
94153,879,9
94155,1210,9
94157,5212,7
94159,1601,8
94161,3613,7
94163,59,5
94165,3702,9
94167,1500,5
94169,2169,2
94171,237,10
94173,185,10
94181,838,3
94187,455,9
94191,1637,5
94193,2051,5
94195,272,9
94197,1562,7
94199,552,8
94201,1690,10
94203,329,9
94207,165,10
94209,1943,7
94211,1498,6
94213,3701,9
94215,258,8
94217,1177,6
94219,3572,8
94221,1622,5
94223,389,7
94225,3731,7
94227,6444,7
94231,6974,7
94233,268,10
94245,2605,9
94247,17397,3
94249,120,6
94269,1887,9
94275,202,9
94279,4898,10
94287,12175,10
94289,10620,8
94291,4282,10
94295,13601,8
94297,499,1
94299,10419,8
94311,5081,7
94313,9513,4
94321,1735,7
94323,13759,9
94325,14199,8
94329,12815,9
94333,369,7
94335,1080,6
94337,9989,9
94339,584,8
94345,934,9
94349,3795,5
94351,11241,5
94359,10681,8
94363,10711,8
94365,120,10
94367,5039,9
94375,2499,10
94383,11705,3
94389,578,2
94393,165,8
94395,5386,10
94399,11757,10
94403,2312,8
94411,15689,9
94415,14075,10
94417,15109,9
94427,6610,7
94433,164,10
94439,6773,5
94445,2931,7
94453,8525,9
94459,522,6
94461,2001,5
94465,12189,10
94467,510,8
94483,11757,4
94487,481,9
94489,5678,10
94495,6114,9
94501,11757,3
94511,9311,5
94515,8129,8
94521,11757,4
94523,15613,8
94525,9863,9
94529,6746,8
94533,10165,9
94535,15085,4
94537,901,10
94541,16005,9
94543,1699,4
94545,14513,7
94547,10620,9
94559,10681,3
94563,10620,6
94567,9253,8
94579,12189,8
94583,12883,8
94587,1639,7
94589,15933,7
94591,30,8
94601,205,9
94607,14993,8
94621,11433,9
94623,79,9
94625,166,5
94627,4181,10
94629,2187,7
94633,11757,5
94635,226,9
94641,2070,10
94643,14349,9
94647,435,6
94653,2926,8
94655,12355,10
94673,13513,3
94675,12859,9
94677,4224,10
94683,9919,9
94685,2734,8
94687,13601,9
94701,10087,8
94709,889,8
94713,14045,6
94715,1699,8
94717,9379,7
94721,239,9
94725,15097,10
94727,9065,8
94731,2476,4
94733,2001,9
94739,3328,6
94745,3759,5
94747,9253,8
94749,1558,8
94751,6114,10
94753,7088,7
94755,2476,6
94759,3543,8
94761,8142,10
94763,245,7
94769,934,10
94773,2476,8
94777,348,8
94779,14515,9
94785,3785,3
94801,7054,7
94805,14467,6
94807,3785,3
94809,3089,10
94817,9919,8
94819,11013,6
94825,169,8
94830,5681,10
94839,12413,8
94843,10620,5
94845,6880,4
94849,6773,5
94851,14353,6
94853,10721,10
94855,2236,9
94861,2129,7
94867,3785,7
94869,4081,8
94875,15051,7
94879,10213,3
94889,4581,4
94891,1639,3
94893,2252,5
94897,10620,8
94903,14345,8
94905,14353,10
