uid,anime_uid,Mean_score
282409,3701,9
282410,36309,6
282413,34566,7
282415,235,10
282420,33203,3
282421,35756,8
282422,34279,2
282423,31433,9
282425,36456,9
282426,10408,10
282427,36470,5
282428,36470,4
282429,36470,5
282431,34420,5
282432,7396,8
282435,34240,9
282437,36288,2
282440,36470,7
282442,36884,8
282444,34611,8
282448,31433,9
282449,36563,8
282450,36525,4
282451,36563,8
282452,36563,7
282453,36563,4
282455,36563,5
282457,2403,8
282458,4181,10
282459,36563,7
282460,34338,8
282463,36525,8
282464,36563,7
282465,36563,8
282466,36470,4
282467,36470,5
282468,36563,9
282469,36563,8
282470,36563,10
282471,36470,8
282473,36563,6
282474,36828,8
282475,36563,8
282476,36525,4
282478,36470,7
282479,227,10
282481,36470,8
282482,36563,4
282483,36513,7
282484,34561,8
282486,33489,10
282488,32648,6
282489,31636,8
282490,28999,7
282492,35849,5
282495,36470,6
282498,36470,7
282499,10620,1
282500,36563,8
282501,36470,7
282502,36563,5
282503,31798,10
282506,36563,10
282508,36470,7
282512,36563,7
282513,33010,4
282514,19315,3
282516,27899,5
282517,22199,6
282518,36029,5
282519,36029,8
282521,36470,8
282525,30484,9
282528,15605,9
282529,34497,5
282530,36266,5
282532,21405,9
282535,36470,5
282536,35968,8
282537,36516,2
282538,36516,4
282539,36516,2
282542,35849,8
282543,36884,10
282544,35073,7
282545,36516,4
282546,36884,8
282550,22319,6
282551,34566,3
282554,1974,10
282555,34577,7
282556,34577,7
282557,36516,7
282558,36525,8
282561,36563,8
282562,36563,5
282564,36470,4
282571,31931,7
282572,36563,9
282573,4898,7
282574,36516,7
282575,35849,2
282578,36563,7
282579,36516,1
282581,30187,9
282582,34498,9
282583,25519,8
282584,34577,5
282585,33733,8
282588,34577,7
282592,3308,8
282594,31630,5
282595,34599,7
282596,37320,1
282598,7785,10
282599,36475,6
282600,36475,7
282601,36475,9
282602,36475,8
282603,31433,9
282605,36470,7
282607,36475,10
282608,36475,9
282611,36475,7
282613,35044,8
282615,35203,7
282617,36793,8
282618,36563,7
282623,36475,9
282624,11617,7
282626,36296,7
282628,35849,10
282629,13357,6
282630,36296,6
282631,30694,7
282632,3588,8
282633,36028,8
282635,33377,4
282637,36475,7
282638,36475,7
282639,35062,8
282640,36511,4
282642,36563,9
282643,36470,6
282644,36475,5
282646,36475,9
282647,30014,5
282648,36475,9
282649,35789,7
282652,36475,7
282653,34577,4
282654,35860,9
282655,36475,8
282656,36214,2
282657,1887,8
282658,36511,6
282659,36475,8
282664,34822,9
282665,8841,4
282666,36563,9
282668,17549,10
282669,9989,7
282670,36475,7
282674,36001,2
282676,412,4
282677,36475,8
282681,21603,7
282685,36475,7
282688,36470,9
282689,35849,6
282690,6213,8
282691,33850,3
282692,36475,8
282695,35849,2
282696,237,10
282697,31251,9
282699,31931,6
282701,543,8
282702,36475,3
282704,969,4
282705,34612,10
282706,12729,6
282707,36456,9
282708,1,10
282710,34612,8
282711,34279,7
282713,523,10
282714,47,8
282715,57,8
282716,1575,9
282717,11843,8
282719,1535,7
282720,36470,9
282721,2969,7
282724,28497,7
282726,36296,9
282727,5680,5
282728,36884,10
282729,270,6
282730,36884,9
282731,16592,8
282732,2549,9
282733,35120,8
282734,36563,8
282735,34612,9
282736,32281,10
282737,34612,9
282738,36470,5
282739,31339,8
282740,36884,7
282741,268,9
282742,36470,6
282743,36475,9
282744,30193,4
282745,35249,7
282747,22145,8
282748,34612,10
282750,36296,6
282753,24439,9
282754,36245,10
282755,23317,8
282756,35589,7
282757,36309,8
282758,36214,10
282760,32271,8
282761,36563,7
282762,28701,6
282764,36563,8
282765,35079,8
282769,2476,2
282770,20,8
282771,36456,3
282772,36775,9
282779,19251,8
282781,1430,9
282787,36884,4
282789,36456,9
282790,35849,5
282791,32038,4
282795,8769,7
282798,36884,10
282799,36266,2
282802,34439,7
282805,33051,9
282806,36475,6
282807,345,9
282808,2035,10
282811,35756,9
282812,36563,9
282813,36475,8
282814,34525,7
282815,36563,4
282818,36475,10
282819,5680,9
282822,7791,10
282823,36652,7
282824,36793,6
282825,32016,6
282826,34572,7
282827,34281,3
282829,15809,8
282831,23281,6
282832,36884,8
282833,34439,5
282837,36296,7
282838,2251,6
282839,35180,4
282840,6802,8
282841,976,4
282843,36475,5
282845,14813,9
282847,31931,2
282849,36511,5
282852,9617,10
282853,16239,8
282858,30463,7
282864,34281,7
282866,21881,7
282868,34281,6
282870,1685,4
282876,36754,6
282878,36296,10
282882,31559,8
282884,37735,10
282886,16742,8
282887,20767,8
282888,30778,3
282889,27829,2
282890,34498,2
282891,3366,5
282892,31765,5
282893,34599,8
282894,226,2
282896,26443,8
282897,3457,3
282898,31765,9
282901,34599,9
282903,36214,6
282905,1,10
282906,36296,7
282907,2167,3
282909,28013,5
282910,34914,7
282911,30123,8
282912,35968,9
282917,36828,8
282918,28929,1
282919,34498,8
282920,28725,9
282923,71,3
282924,34498,3
282925,36028,7
282927,23309,4
282928,35203,6
282929,31964,7
282931,37140,9
282933,35198,7
282934,34498,6
282936,1040,10
282937,5525,4
282938,34662,6
282939,31931,4
282940,36470,7
282941,32827,6
282942,30654,9
282944,34658,3
282949,34281,7
282950,529,9
282951,384,6
282952,37735,3
282953,16049,9
282955,34104,6
282956,34281,9
282957,36563,7
282958,35712,4
282960,34498,3
282961,34281,8
282962,10110,6
282964,1351,6
282968,36515,8
282969,37254,5
282970,34281,7
282971,34612,10
282972,36511,4
282973,33354,8
282974,37735,6
282975,33,5
282976,34498,6
282978,37735,4
282980,18507,10
282984,36517,7
282985,392,10
282987,37320,6
282988,2332,4
282990,20031,7
282991,20457,6
282993,14467,8
282996,37735,3
282998,36652,7
283005,34498,9
283006,34281,9
283007,32901,4
283010,36511,9
283011,12031,4
283012,33354,8
283013,35849,7
283015,36511,3
283016,32949,9
283017,34392,8
283021,25397,3
283023,34451,8
283026,30885,8
283030,14349,10
283031,28537,6
283033,37735,7
283034,34973,5
283035,32949,8
283036,10464,10
283040,31710,2
283046,35062,9
283047,10620,4
283049,5365,9
283055,7810,6
283056,36563,7
283057,35249,6
283060,36976,7
283064,21681,6
283069,36950,8
283070,667,6
283071,34566,3
283072,31964,6
283073,34798,9
283074,36309,4
283075,2286,3
283079,36513,6
283084,27631,4
283087,35249,8
283088,35849,6
283089,11285,7
283090,33047,6
283091,37735,8
283092,34281,7
283094,36475,7
283095,10067,5
283096,6444,8
283098,35988,9
283099,33299,9
283100,37735,10
283101,22265,10
283102,30123,8
283105,15451,8
283106,35198,10
283107,587,7
283109,34577,5
283111,31798,7
283112,30300,6
283113,35120,10
283117,34281,8
283121,37188,10
283123,31240,10
283126,37095,8
283127,35849,7
283131,9989,5
283132,36511,8
283136,32937,6
283137,36884,9
283138,31433,8
283139,30276,6
283141,30346,9
283143,37320,1
283144,27991,6
283148,8675,8
283153,34420,10
283157,28211,9
283159,11757,1
283160,6864,9
283163,36884,8
283164,31173,7
283165,9253,7
283166,601,7
283168,30015,10
283169,25537,9
283170,4181,9
283174,28805,9
283176,34599,10
283180,36565,9
283187,28999,6
283188,339,9
283190,10620,7
283193,35849,10
283195,35849,3
283197,35849,8
283200,35849,1
283202,28999,9
283204,35849,1
283205,35849,5
283206,35849,1
283207,35849,2
283208,35849,2
283211,35849,3
283212,35849,4
283213,35849,2
283217,30714,8
283218,35849,3
283219,35849,7
283220,35849,5
283221,430,2
283222,35849,7
283223,36001,4
283224,35849,4
283225,35849,8
283226,35849,8
283227,35849,9
283228,35849,7
283229,35849,7
283230,21469,8
283231,35849,7
283232,35849,1
283236,35849,7
283237,35849,7
283238,35849,3
283239,35849,8
283240,35849,2
283241,35849,4
283242,35849,2
283243,35849,7
283247,35849,9
283248,35849,8
283250,634,9
283252,35849,10
283255,35849,9
283256,35849,6
283257,35849,5
283258,36475,6
283259,35849,5
283260,35849,7
283261,35849,7
283262,35849,2
283263,35849,8
283269,35849,5
283271,35849,9
283272,35849,9
283273,35849,7
283274,35849,3
283275,35849,7
283276,37735,2
283277,35849,6
283278,35849,8
283280,35849,3
283281,35849,8
283284,35849,10
283286,35849,6
283287,35849,9
283288,35849,8
283290,35849,6
283291,35849,8
283292,35849,6
283293,35849,6
283294,35849,1
283295,35849,7
283299,35849,9
283303,35849,1
283304,392,9
283307,35849,5
283308,35849,5
283309,35849,7
283310,35849,7
283313,34498,3
283314,36563,8
283315,35849,7
283316,35849,10
283317,36950,3
283320,35849,2
283325,20,9
283330,35849,10
283333,14467,8
283338,34281,5
283345,35849,3
283346,33255,10
283347,35849,8
283348,16904,7
283350,35849,3
283353,35849,9
283356,7674,6
283358,33,10
283363,35849,7
283367,35044,6
283368,33010,6
283372,35849,9
283374,35889,7
283375,35849,6
283377,35044,8
283379,22199,9
283380,199,10
283382,35849,8
283383,32827,4
283384,431,7
283385,35849,9
283388,10218,6
283390,35849,3
283391,35849,10
283392,33010,9
283393,227,10
283394,29868,6
283397,36884,9
283398,35849,6
283402,339,10
283404,35849,7
283405,35849,7
283412,36027,6
283413,37095,7
283415,199,8
283416,31417,5
283417,33010,3
283418,3974,10
283420,5074,10
283422,35849,7
283425,35849,7
283426,35849,6
283427,33010,7
283428,482,5
283430,33010,3
283433,33010,3
283434,35849,10
283441,566,8
283442,30484,9
283443,35849,7
283444,35849,6
283445,34577,10
283446,31904,3
283447,6880,5
283449,3342,9
283450,35849,9
283451,35849,7
283452,35849,6
283453,35849,6
283454,32281,9
283455,33010,8
283458,34498,5
283461,35849,8
283462,34497,6
283464,33255,8
283465,36470,7
283466,27991,7
283467,35849,5
283468,440,6
283470,35849,3
283472,35849,9
283473,36027,6
283474,36652,7
283475,35860,9
283476,36848,7
283477,33352,9
283478,9989,9
283480,36296,10
283482,5081,3
283485,12189,8
283486,153,4
283489,35849,7
283490,35849,9
283492,37364,2
283494,35413,9
283495,35849,6
283496,35849,9
283497,35849,8
283499,35849,6
283502,33010,4
283503,35849,4
283505,35849,9
283507,35849,8
283508,36023,4
283510,35849,2
283511,36563,9
283512,36511,5
283514,24703,7
283518,35589,9
283521,31326,6
283525,36652,7
283526,30240,9
283527,35849,3
283530,32215,7
283532,1120,6
283533,37036,6
283534,10834,6
283535,35849,2
283536,31440,6
283537,35203,8
283538,35849,7
283539,32228,6
283540,33811,6
283541,35370,5
283542,28861,5
283545,4884,2
283547,35857,9
283548,34973,7
283549,36655,5
283550,35849,7
283551,10162,9
283552,35849,3
283553,9989,6
283554,35249,8
283557,2559,10
283558,36516,10
283559,32281,6
283560,35756,9
283564,1119,6
283566,36516,3
283567,35964,2
283572,22319,1
283574,252,9
283577,36245,2
283578,34392,6
283580,3463,2
283581,33010,8
283582,28819,7
283583,10800,6
283584,33502,10
283586,134,9
283587,1575,1
283588,35849,10
283590,35120,1
283595,35849,8
283596,32587,1
283597,790,5
283598,34281,5
283599,33010,6
283602,33010,4
283606,2251,9
283610,28999,8
283615,1121,6
283621,227,7
283622,34525,6
283623,35849,5
283625,37719,6
283628,33674,9
283629,35849,3
283632,19319,8
283633,32998,5
283635,25397,4
283638,34964,7
283639,36038,8
283640,35507,6
283641,13367,4
283645,24765,1
283649,36949,5
283650,6000,10
283653,11757,4
283654,35849,4
283658,35849,6
283660,4722,8
283663,19815,5
283666,2142,8
283667,35044,10
283669,34572,8
283671,32182,4
283673,35849,10
283674,36296,10
283675,36456,9
283677,1735,5
283680,35849,3
283682,185,8
283683,35075,5
283685,34566,7
283687,6746,9
283690,19815,10
283692,31404,8
283693,237,10
283695,31433,7
283696,34383,9
283697,36266,8
283699,9756,10
283700,34284,8
283703,35044,1
283704,34903,6
283705,4358,8
283707,16870,10
283712,1606,5
283713,5877,1
283714,23079,10
283715,12355,9
283717,35849,5
283718,584,6
283719,10406,2
283720,34540,9
283724,36511,4
283725,36563,9
283727,33010,8
283729,227,6
283732,36470,6
283733,3787,3
283734,36475,7
283735,36511,6
283736,32281,8
283738,17247,5
283739,6675,8
283740,16149,7
283742,4181,9
283743,14741,10
283745,21647,3
283748,25397,6
283749,1735,8
283750,269,10
283751,33010,7
283753,17247,6
283754,16157,8
283756,269,8
283758,25055,6
283759,1397,9
283760,71,7
283761,36267,10
283762,1575,10
283764,820,10
283771,30,9
283772,89,6
283773,486,10
283774,34541,4
283778,32262,7
283779,35120,1
283780,32901,10
283781,35076,9
283783,15119,4
283786,1210,10
283787,32827,7
283791,35120,7
283792,34712,6
283794,33352,9
283796,35849,9
283797,25283,4
283804,35849,8
283807,33352,10
283809,35044,9
283810,18153,2
283811,30694,7
283813,21,10
283815,3470,5
283817,37095,8
283819,37364,10
283820,33850,6
283824,12149,7
283825,14941,7
283827,30544,7
283829,36214,10
283831,35849,4
283836,36800,6
283837,384,3
283838,5940,5
283842,2494,3
283843,34281,7
283846,35203,7
283847,1575,8
283848,15225,8
283849,23283,10
283850,11757,8
283852,34944,3
283854,33352,9
283856,4999,6
283860,36525,5
283861,37095,9
283864,32281,8
283866,37719,1
283867,790,3
283868,1589,8
283869,2476,8
283870,35849,7
283871,36563,8
283879,36296,4
283881,36470,7
283886,35849,6
283890,35249,9
283893,400,7
283898,34281,8
283902,17437,8
283903,36296,8
283906,431,8
283907,36655,2
283908,15323,7
283909,31378,10
283910,31964,8
283913,34279,7
283915,8861,5
283916,1079,7
283917,12445,8
283918,36470,10
283919,35849,10
283922,35860,8
283924,16434,7
283930,5681,10
283932,35849,9
283933,34498,4
283935,731,7
283937,34338,8
283938,34279,8
283940,34494,8
283945,634,9
283947,6746,9
283948,413,1
283949,3287,1
283950,16381,7
283951,60,3
283952,35849,10
283955,35076,9
283956,37258,7
283957,22297,7
283960,31433,7
283961,4714,6
283963,30831,9
283966,120,5
283967,934,10
283973,36456,7
283974,22147,7
283983,36470,6
283989,11981,10
283991,9253,10
283994,33531,6
283995,36652,7
283997,36828,6
283999,36475,7
284004,36475,8
284005,20785,4
284010,11079,6
284011,36470,9
284015,37621,4
284016,32281,8
284017,19769,6
284018,32370,6
284022,1397,3
284025,356,9
284029,35849,9
284034,34822,9
284039,36904,8
284040,26,9
284041,35849,1
284042,9989,7
284044,6746,7
284045,11111,9
284046,11441,4
284047,36511,5
284048,21881,1
284049,36475,7
284050,25429,6
284054,35849,7
284057,37095,8
284061,36475,7
284063,35849,5
284067,10396,8
284071,3889,6
284074,36028,8
284080,20785,7
284081,37621,6
284082,31859,8
284083,33047,6
284086,35849,9
284087,37036,9
284090,22147,6
284092,37078,7
284093,35120,9
284094,227,3
284096,31240,9
284102,34572,8
284105,37150,5
284106,35639,8
284107,1608,6
284108,2547,4
284109,24031,8
284110,395,2
284113,34712,4
284121,34382,4
284122,10713,3
284123,1637,8
284124,35120,4
284126,33047,3
284128,36028,8
284129,37621,7
284132,36511,7
284134,35849,8
284136,33352,8
284141,205,9
284143,35840,5
284146,19,9
284148,2966,7
284149,2969,3
284150,36563,7
284151,28223,10
284152,2461,6
284155,35849,8
284156,36124,8
284158,36470,4
284163,267,6
284164,30831,6
284166,3092,5
284167,31442,8
284168,35849,6
284169,239,7
284170,13601,9
284171,12531,9
284172,34032,2
284173,30654,8
284175,4087,8
284176,32979,8
284179,6201,5
284180,31798,6
284182,10357,7
284183,2154,8
284184,18677,5
284186,22789,9
284187,14811,4
284188,16355,3
284190,28251,10
284195,4814,5
284208,31964,8
284210,9656,8
284211,36516,1
284213,4081,9
284214,35928,4
284221,7724,2
284224,35159,8
284227,35230,5
284228,28999,1
284230,35608,10
284232,36816,8
284233,31931,8
284234,31931,4
284236,790,4
284242,34382,6
284244,33733,7
284246,34964,6
284248,5784,10
284249,446,6
284250,34443,10
284254,36563,6
284256,35849,9
284258,34443,9
284260,34279,8
284261,4654,7
284263,36038,5
284264,1889,10
284265,36816,2
284267,37621,4
284275,36475,5
284276,20583,10
284277,36266,8
284278,33674,10
284279,860,6
284280,30778,2
284282,33201,3
284283,23281,4
284285,4081,10
284290,34662,7
284291,34382,3
284292,36816,9
284295,29786,9
284296,36475,3
284297,34498,4
284301,31964,5
284302,33206,6
284303,33506,8
284304,35849,9
284305,33354,9
284308,32977,9
284310,33010,1
284312,35756,5
284313,3536,10
284314,578,10
284317,9367,9
284318,10793,7
284320,36816,3
284321,23283,6
284323,31376,9
284325,30419,7
284330,36816,5
284332,9989,9
284333,719,9
284337,33352,10
284338,33010,7
284340,36516,7
284341,30654,7
284343,30,10
284344,34566,6
284345,35849,4
284346,34498,6
284348,81,9
284349,36511,7
284350,1735,9
284355,10620,10
284356,34497,6
284357,17265,6
284359,930,6
284360,34572,8
284366,33080,9
284367,18507,9
284368,16528,6
284369,10392,7
284371,31931,10
284372,2001,10
284374,31931,7
284375,32949,7
284376,34445,8
284377,20379,9
284379,10937,10
284382,31147,9
284383,2761,7
284386,3702,9
284389,36214,8
284390,35849,6
284394,17743,6
284396,34537,9
284397,6114,7
284398,30778,8
284400,36296,9
284402,10110,8
284403,14833,8
284406,36563,9
284409,14199,3
284414,34572,6
284415,24439,5
284416,34300,1
284417,36563,5
284421,2476,8
284424,552,7
284425,34561,5
284429,31931,8
284432,32438,3
284433,34382,8
284435,37277,4
284445,34281,7
284446,226,5
284449,35851,5
284451,10003,7
284452,29949,1
284453,36214,10
284457,35849,4
284458,24855,6
284460,1710,6
284464,35849,7
284465,34561,7
284467,365,6
284470,35838,5
284471,36214,4
284473,31251,2
284474,33280,8
284475,36563,10
284476,4039,9
284478,25099,7
284479,239,10
284480,634,8
284482,15125,1
284483,34973,4
284484,199,3
284485,512,6
284486,164,9
284488,431,10
284489,35073,3
284491,36466,6
284492,721,8
284493,37208,9
284496,31964,6
284500,35044,10
284502,8525,2
284506,36563,6
284508,33012,3
284510,6,8
284512,37259,5
284513,35971,4
284517,7110,3
284519,22,9
284520,24405,5
284526,33352,10
284527,35849,8
284531,34300,4
284535,33964,7
284540,5040,6
284542,37259,3
284545,36563,9
284549,30694,4
284552,35849,4
284553,17082,8
284554,33783,8
284555,33788,8
284558,13585,7
284559,36563,6
284560,34498,6
284561,28819,8
284562,35851,10
284565,31173,9
284569,31931,5
284571,35851,9
284573,36516,6
284575,35849,6
284576,35240,6
284577,32105,9
284578,32998,8
284581,34777,8
284582,28891,10
284583,36756,5
284585,36560,6
284586,25183,6
284587,34572,10
284589,33486,7
284592,10495,9
284593,21881,8
284599,33010,7
284600,34136,3
284604,11491,8
284607,23539,8
284610,3287,1
284611,20787,5
284615,33012,2
284617,33889,4
284618,31931,9
284622,5940,7
284623,572,1
284624,35851,5
284626,30778,4
284627,36904,7
284628,36470,7
284634,36027,6
284636,30437,7
284639,35849,4
284641,30484,10
284642,9260,8
284643,36296,10
284644,35905,8
284646,34281,8
284647,33191,8
284648,17549,10
284655,28171,9
284656,235,8
284657,34662,9
284660,33010,5
284663,12477,8
284668,36511,7
284670,37571,2
284671,34443,7
284672,33012,6
284673,37208,10
284674,36470,8
284676,36873,3
284677,21855,5
284678,36976,7
284679,37259,7
284682,32977,8
284684,28725,7
284685,36511,6
284687,23673,2
284689,35849,2
284690,237,8
284691,22265,9
284692,33184,4
284699,16067,8
284700,34572,9
284705,33010,4
284707,31764,7
284708,11111,7
284710,34984,6
284711,97,6
284712,31933,8
284713,853,9
284715,32,10
284716,37021,10
284718,29803,3
284720,30016,6
284722,19315,2
284728,19703,7
284731,245,10
284733,33047,7
284736,37021,4
284737,9467,7
284740,11227,8
284744,37281,9
284745,30,9
284751,21863,5
284752,9941,8
284753,28171,9
284754,34300,6
284757,24415,10
284758,16592,9
284759,25649,10
284763,31964,10
284764,5114,8
284765,31765,10
284766,3562,1
284767,31251,5
284771,11757,4
284772,36517,3
284773,35849,7
284774,35851,8
284775,21995,9
284776,934,8
284778,31757,8
284779,34427,5
284781,33323,7
284783,16762,1
284785,36266,7
284786,11981,1
284789,24655,1
284790,36296,4
284794,18507,7
284795,36563,2
284797,32935,10
284800,35608,5
284801,35849,8
284807,37210,7
284808,34048,7
284813,28999,7
284815,37210,10
284820,33263,5
284821,30015,8
284822,37210,9
284824,34382,7
284827,11827,10
284830,32901,7
284832,1535,9
284833,15489,10
284835,35608,6
284836,2001,8
284838,36316,6
284839,30484,4
284840,37281,10
284841,37210,4
284842,8081,7
284845,15323,7
284846,35608,10
284847,33354,8
284849,35608,8
284850,10408,7
284852,36316,6
284854,35849,10
284855,37210,8
284856,1301,10
284862,36904,10
284864,10851,6
284865,174,2
284866,35849,3
284868,30276,9
284869,20929,10
284871,10162,10
284872,35608,7
284873,434,9
284876,31553,6
284877,6114,10
284880,11111,6
284882,35994,8
284885,35983,6
284886,37210,8
284888,35994,8
284889,35821,8
284891,35994,8
284892,35608,10
284893,37021,10
284895,15225,10
284896,2182,9
284898,35994,7
284899,35849,9
284901,35994,9
284902,33051,5
284903,37210,8
284908,2402,8
284910,10087,6
284911,36316,3
284912,33206,9
284913,31931,10
284914,237,5
284915,1088,5
284916,145,8
284917,35849,10
284918,8425,7
284920,30484,7
284921,572,6
284924,35849,3
284929,35983,8
284930,849,8
284932,37983,8
284933,37983,6
284934,37983,6
284935,37983,5
284936,35330,1
284937,37210,8
284939,35821,7
284940,479,9
284941,36873,2
284942,2476,5
284943,1269,6
284944,35860,7
284947,35849,2
284949,36316,2
284951,35849,10
284952,1889,7
284953,21939,10
284955,28297,6
284956,28891,7
284958,37259,7
284962,1313,6
284964,33051,8
284965,885,10
284966,35849,10
284967,37210,7
284968,34382,10
284970,33836,8
284971,838,8
284973,36316,7
284974,32282,9
284975,35608,10
284984,37141,4
284986,36511,1
284987,33352,9
284988,37446,1
284990,37141,9
284991,37021,2
284992,34599,10
284993,35838,9
284994,34636,5
285000,37446,7
285002,12281,8
285004,37446,1
285005,357,1
285007,37983,6
285008,356,7
285009,9756,8
285010,37281,4
285012,33047,6
285013,34572,8
285014,37446,2
285015,37446,2
285016,33034,5
285017,35994,7
285020,37141,8
285021,37036,10
285024,33240,10
285028,227,8
285030,35849,8
285031,34561,5
285032,37402,7
285034,30654,10
285035,10408,10
285038,14131,9
285039,36456,4
285043,36936,8
285046,37171,4
285047,37021,10
285048,9936,3
285049,11123,9
285050,36316,3
285052,37171,8
285053,25537,9
285055,35712,10
285056,17187,5
285058,36475,2
285060,31765,8
285063,34279,8
285065,37598,4
285072,33926,8
285073,35849,7
285074,33783,2
285075,36038,8
285076,37141,8
285077,33012,10
285078,6288,10
285080,36144,8
285081,37446,3
285082,104,8
285083,33010,7
285084,9756,10
285085,16664,9
285086,2001,9
285092,35838,8
285095,34279,6
285096,20583,8
285097,3667,8
285106,24833,7
285109,22199,7
285110,35839,9
285112,33012,6
285113,9756,9
285114,35983,7
285116,3731,8
285117,37141,5
285121,34618,5
285122,1535,10
285125,35062,7
285126,16067,9
285132,227,8
285134,37171,8
285136,10165,10
285138,35994,2
285139,5040,10
285141,4394,5
285144,37141,10
285146,31931,9
285147,37210,7
285149,36511,5
285150,33487,7
285154,37210,8
285160,35507,7
285161,35983,3
285162,34443,9
285163,36906,7
285167,37458,7
285169,36906,8
285170,36873,5
285173,36431,10
285174,37210,6
285175,32613,2
285177,31798,7
285179,35849,5
285180,8476,6
285182,38061,2
285185,36124,2
285187,33392,10
285188,34498,6
285189,25649,6
285191,35851,10
285194,32949,3
285195,37171,6
285196,37281,6
285198,36023,3
285199,16001,2
285200,9288,9
285203,10029,10
285204,5624,9
285205,35203,3
285206,11757,1
285207,31853,3
285209,12679,9
285210,31080,6
285212,392,7
285213,34382,6
285215,37208,10
285216,37377,6
285217,35608,9
285220,135,8
285221,1293,10
285222,6567,10
285224,10408,10
285225,30,10
285228,37983,6
285229,33988,8
285231,37171,9
285233,32867,7
285235,35608,3
285237,34572,7
285238,35180,6
285240,38068,8
285241,34798,9
285243,20189,9
285245,21995,9
285246,34443,5
285247,33929,5
285249,36884,9
285250,37651,1
285251,37204,9
285252,35849,6
285255,24833,7
285259,37446,1
285262,6166,7
285264,28171,9
285267,37983,5
285269,36456,2
285270,36563,9
285271,33051,10
285272,25283,6
285273,35834,5
285277,1060,9
285279,30911,7
285280,1943,9
285283,35821,5
285284,28675,7
285293,35849,9
285295,2869,6
285296,2868,6
285297,2870,9
285298,37210,8
285299,32981,5
285301,35851,7
285303,2476,10
285306,36704,10
285310,36266,8
285311,28927,9
285315,37446,3
285317,32729,6
285318,29758,6
285320,23311,4
285321,35507,9
285322,413,1
285324,1887,10
285326,37651,4
285327,35330,9
285329,31964,10
285333,36906,8
285334,269,7
285335,37210,8
285339,36525,7
285341,37210,9
285342,37171,8
285344,31931,6
285345,38065,7
285346,34498,7
285347,25687,8
285348,268,9
285350,12783,4
285351,31964,4
285353,35988,8
285354,1288,8
285358,10863,7
285359,5114,5
285361,32281,6
285364,37675,7
285365,11577,6
285370,37569,7
285371,9756,5
285372,35639,5
285375,32901,1
285376,1793,5
285377,36027,1
285379,27783,3
285382,35821,10
285383,36316,6
285385,1535,10
285386,36762,4
285387,28223,10
285388,28999,9
285389,37598,7
285390,36704,8
285391,47,9
285392,32998,10
285393,2251,7
285394,34822,9
285395,22319,7
285396,13767,5
285397,28805,7
285399,16035,8
285400,36475,7
285401,32615,8
285402,31964,6
285403,33502,10
285406,7817,10
285409,36316,5
285411,34290,4
285412,11757,5
285413,32071,9
285415,35849,2
285417,1325,6
285418,6114,3
285419,85,7
285421,22135,10
285422,33352,2
285425,32998,7
285426,35994,4
285428,36466,9
285429,16608,9
285430,25537,2
285432,37021,10
285433,37210,10
285434,34498,7
285435,37021,10
285436,3332,3
285437,32729,8
285439,37377,8
285441,35120,9
285446,37377,6
285448,36296,5
285450,37491,8
285451,73,9
285452,37210,5
285453,287,6
285455,37569,6
285460,14967,5
285462,1535,10
285464,33352,9
285467,4581,8
285470,37517,10
285471,37021,10
285472,34338,6
285473,36896,8
285474,37517,3
285475,35838,6
285477,9253,10
285478,37105,1
285479,35849,4
285480,11757,8
285481,18507,4
285484,33003,2
285485,36828,8
285486,37105,9
285487,30544,6
285489,36896,8
285490,37105,10
285491,35203,8
285494,37970,8
285495,1292,5
285498,34795,7
285499,4059,10
285500,7593,3
285501,19841,8
285503,28825,3
285504,30205,10
285508,21877,8
285511,14467,9
285513,35503,8
285515,27775,9
285517,10259,10
285518,2838,9
285519,35503,9
285521,37396,7
285522,32188,5
285524,974,8
285526,305,5
285527,36316,3
285530,37517,9
285532,30831,3
285536,32281,10
285538,37396,9
285539,415,5
285540,1177,2
285545,5034,9
285547,36726,7
285548,37396,8
285549,37259,10
285550,37396,3
285551,37396,8
285553,37970,6
285554,15689,6
285556,37396,2
285557,37970,7
285559,32281,5
285561,37105,8
285562,35120,1
285565,23673,9
285566,37396,6
285568,37396,8
285570,32323,5
285571,34034,7
285573,10259,6
285574,37208,9
285575,37105,10
285578,30544,7
285579,813,3
285581,16035,6
285583,36316,6
285584,37675,9
285585,35983,8
285587,36726,8
285588,10372,7
285590,18679,10
285592,37396,1
285594,37141,5
285595,30831,9
285596,32407,3
285598,33047,6
285599,12189,9
285600,34822,8
285602,31433,8
285603,36817,7
285604,36316,5
285605,35849,7
285608,35834,3
285609,36910,9
285611,32281,10
285613,35849,9
285615,37396,6
285617,35286,10
285618,37210,7
285620,12531,8
285621,202,10
285623,1,10
285625,4563,6
285627,37396,7
285628,33783,5
285629,12149,10
285631,37446,4
285632,10456,5
285633,36704,8
285634,37396,6
285635,36873,10
285638,27899,1
285641,133,1
285642,36726,7
285643,35203,1
285644,34712,9
285645,33820,1
285648,6880,7
285650,1366,7
285651,28223,9
285652,37396,6
285655,36456,5
285656,891,7
285659,35203,9
285662,16742,8
285663,21521,7
285664,20449,7
285665,25519,7
285667,36902,6
285669,34561,8
285670,31240,7
285671,5114,10
285672,24439,10
285673,34618,10
285674,5,9
285679,34382,8
285683,1195,3
285684,34822,7
285685,30654,10
285687,34822,9
285688,36316,3
285689,413,10
285690,11349,9
